playerId,playerName,country,SG: Total(Avg),SG: Total(Total SG:T2G),SG: Total(Total SG:P),SG: Total(Measured Rounds),SG: Off-the-Tee(Total SG:OTT),SG: Approach the Green(Total SG:APP),SG: Around-the-Green(Total SG:ARG),SG: Putting(Avg),SG: Putting(Total SG:Putting),Driving Distance(Avg),Scrambling(%),Overall Putting Average(Avg),Career Earnings(Money),Scoring Average (Actual)(Avg),Greens in Regulation Percentage(%),Victory Leaders(Victories),Money per Event Leaders(Money per event),Money per Event Leaders(Total money),Top 10 Finishes(Top 10),Hit Fairway Percentage(%),age,education,turnedPro,Winner_dummy
49947,Taylor Moore,United States,0.523,6.229,34.021,77,6.02,3.339,1.544,0.442,34.021,305.3,64.16,1.593,6764699.0,70.28,64.7,1,176271,4935601,4,56.66,30,University of Arkansas,2016,1
36801,Mark Hubbard,United States,0.516,34.921,5.369,78,-16.616,44.641,13.573,0.069,5.369,291.5,60.77,1.591,7406369.0,70.15,66.25,0,75281,2408986,5,59.76,34,San Jose State University,2012,0
23108,Matt Kuchar,United States,0.514,28.514,8.474,72,-1.12,0.597,27.448,0.118,8.474,295.3,65.76,1.593,57753967.0,69.97,66.32,0,118146,2835498,4,62.69,45,Georgia Tech,2000,0
45157,Cam Davis,Australia,0.508,57.344,-20.758,72,40.346,12.564,9.564,-0.288,-20.758,310.3,60.36,1.618,10230789.0,69.87,67.16,0,156204,3905108,6,56.78,28,outside the US,2016,0
25900,Lucas Glover,United States,0.506,64.355,-25.903,76,18.712,45.68,-1.659,-0.341,-25.903,294.9,63.76,1.617,34367031.0,70.02,69.7,2,235918,6133876,5,68.02,43,Clemson University,2001,1
31646,Emiliano Grillo,Argentina,0.503,33.832,6.374,80,14.366,21.259,-8.852,0.08,6.374,300.4,59.08,1.601,19865434.0,70.05,67.96,1,189493,5116302,7,61.02,30,outside the US,2011,1
45242,Kevin Yu,Chinese Taipei,0.5,51.626,-31.141,41,37.289,7.502,6.121,-0.76,-31.141,309.8,57.36,1.648,1321235.0,69.25,72.96,0,73558,1176935,3,62.01,25,Arizona State University,2021,0
37275,Sam Ryder,United States,0.468,-8.638,42.82,73,-30.316,32.025,-8.9,0.587,42.82,293.9,60.89,1.556,7495849.0,70.02,64.24,0,81418,2361132,4,56.03,33,Stetson University,2012,0
34099,Harris English,United States,0.465,1.14,35.628,79,-27.004,10.647,15.129,0.451,35.628,297.4,63.43,1.585,27966333.0,70.24,64.04,0,180935,5066171,4,61.4,34,University of Georgia,2011,0
35532,Tom Hoge,United States,0.463,23.068,13.539,79,-23.193,59.961,-8.119,0.171,13.539,295.3,58.17,1.59,15957115.0,69.88,67.2,0,147614,4280797,4,59.02,34,Texas Christian University,2011,0
34255,Joseph Bramlett,United States,0.454,51.065,-20.186,68,13.875,26.785,11.587,-0.297,-20.186,312.4,59.65,1.62,3462602.0,70.0,68.33,0,61458,1597911,3,52.01,35,Stanford University,2010,0
49960,Sepp Straka,Austria,0.444,21.278,11.155,73,0.651,38.701,-13.266,0.153,11.155,298.7,55.17,1.614,13221958.0,70.34,68.12,1,199214,5179574,5,65.48,30,University of Georgia,2016,1
57362,Austin Eckroat,United States,0.44,20.41,8.19,65,20.566,-2.347,0.22,0.126,8.19,300.9,61.31,1.599,2391274.0,70.07,65.85,0,80171,2164629,3,63.41,24,Oklahoma State University,2021,0
39324,J.J. Spaun,United States,0.44,46.743,-15.086,72,18.733,10.036,10.148,-0.21,-15.086,298.3,65.74,1.616,10330474.0,69.87,68.16,0,88863,2399304,3,63.63,33,San Diego State University,2012,0
54628,Lee Hodges,United States,0.431,24.65,11.963,85,19.466,11.62,-15.62,0.141,11.963,300.0,61.28,1.609,5202666.0,70.35,65.38,1,115241,3572479,3,61.29,28,University of Alabama,2018,1
55789,Taylor Montgomery,United States,0.426,-34.862,67.22,76,-7.867,-39.768,19.554,0.884,67.22,303.9,60.7,1.507,2834885.0,70.04,60.45,0,97390,2629522,4,52.49,28,University of Nevada-Las Vegas,2017,0
46340,Alex Smalley,United States,0.418,61.864,-27.578,82,18.632,31.64,4.834,-0.336,-27.578,301.9,61.11,1.634,4720397.0,70.13,68.75,0,101292,2937477,4,59.31,26,Duke University,2019,0
57366,Cameron Young,United States,0.391,42.942,-17.93,64,39.388,10.427,-1.978,-0.28,-17.93,316.9,56.0,1.61,11858753.0,70.04,67.74,0,238388,5006155,5,56.63,26,Wake Forest University,2019,0
50188,S.H. Kim,South Korea,0.38,12.68,21.139,89,31.793,-42.768,17.256,0.238,21.139,307.4,63.24,1.563,1602956.0,70.31,62.91,0,47849,1531178,1,56.44,24,Korea National Sport University,2017,0
31323,Gary Woodland,United States,0.358,68.509,-42.012,74,40.117,52.707,-25.162,-0.568,-42.012,313.8,56.58,1.657,33423884.0,70.69,67.94,0,94022,2256535,2,58.39,39,University of Kansas,2007,0
22371,Aaron Baddeley,Australia,0.354,-5.662,24.798,54,-27.838,2.258,25.673,0.459,24.798,284.0,64.75,1.557,23341838.0,69.73,65.56,0,54185,1246265,3,57.62,42,outside the US,2000,0
28775,Nate Lashley,United States,0.334,17.478,6.908,73,-8.24,16.117,3.404,0.095,6.908,296.3,58.98,1.611,6676515.0,69.92,68.71,0,56057,1457479,2,61.76,40,University of Arizona,2005,0
46442,Maverick McNealy,United States,0.316,-34.109,48.662,46,-22.461,-12.982,7.093,1.058,48.662,300.7,64.65,1.536,7465627.0,70.12,61.4,0,68931,1309696,3,51.52,27,Stanford University,2017,0
27214,Kevin Streelman,United States,0.311,30.24,-6.581,76,-4.907,9.777,15.037,-0.087,-6.581,297.2,58.94,1.625,26451781.0,70.63,66.02,0,59905,1617428,2,59.45,44,Duke University,2001,0
35461,Beau Hossler,United States,0.308,9.354,14.078,76,17.957,-37.005,16.985,0.185,14.078,305.4,62.37,1.569,8590305.0,70.01,65.06,0,82168,2382859,3,57.66,28,University of Texas,2016,0
32791,K.H. Lee,South Korea,0.3,20.438,0.253,69,-0.053,-0.89,16.386,0.004,0.253,299.2,59.37,1.613,10726309.0,70.22,66.86,0,89888,2426972,3,56.64,31,Korea National Sport University,2010,0
33653,Thomas Detry,Belgium,0.292,1.84,16.835,64,4.327,-3.191,5.312,0.263,16.835,307.7,63.13,1.562,2907360.0,70.11,63.66,0,95017,2375425,3,56.75,30,University of Illinois,2016,0
51070,Vincent Norrman,Sweden,0.286,37.083,-19.044,63,23.492,1.049,2.487,-0.302,-19.044,312.7,57.91,1.636,1592279.0,69.91,69.76,1,58973,1592279,3,58.62,25,Florida State University,2021,1
51890,Greyson Sigg,United States,0.271,21.703,-1.095,76,-0.392,9.225,5.21,-0.014,-1.095,296.0,61.15,1.609,2354985.0,69.98,67.54,0,43653,1265936,1,61.46,28,University of Georgia,2017,0
39975,Michael Kim,United States,0.26,15.393,1.516,65,-0.039,11.931,1.788,0.023,1.516,303.7,60.6,1.616,5500452.0,70.41,67.32,0,68966,2000017,4,57.43,30,University of California-Berkeley,2013,0
52375,Doug Ghim,United States,0.242,29.238,-13.486,65,8.372,11.183,4.573,-0.207,-13.486,296.8,62.5,1.638,4362603.0,70.03,70.56,0,47361,1184013,0,66.41,27,University of Texas,2018,0
55893,Sam Stevens,United States,0.222,30.98,-15.017,72,31.533,-5.34,-0.102,-0.209,-15.017,309.6,57.77,1.62,2207268.0,70.29,67.41,0,71502,2145070,3,56.93,27,Oklahoma State University,2018,0
55708,Hayden Buckley,United States,0.184,5.259,5.39,58,40.928,-2.84,-30.189,0.093,5.39,304.0,56.09,1.618,4205577.0,70.21,67.81,0,125166,2878811,4,62.87,27,University of Missouri,2018,0
56630,Akshay Bhatia,United States,0.18,32.272,-24.169,45,14.855,23.218,-9.624,-0.537,-24.169,304.1,57.36,1.62,2172019.0,69.88,68.77,1,100687,1913058,4,61.38,21,outside the US,2019,1
47988,Nick Hardy,United States,0.18,6.773,6.915,76,9.11,14.766,-16.026,0.091,6.915,308.7,55.85,1.614,3610750.0,70.18,68.0,1,86607,2598199,2,57.61,27,University of Illinois,2018,1
45522,Christiaan Bezuidenhout,South Africa,0.166,-3.985,15.641,70,-23.723,10.46,9.949,0.223,15.641,290.7,62.35,1.588,4827411.0,70.23,64.58,0,63604,1590097,0,62.69,29,outside the US,2015,0
54421,Garrick Higgo,South Africa,0.166,16.283,-2.962,80,40.041,-21.817,-2.186,-0.037,-2.962,308.8,58.46,1.62,3697889.0,70.39,67.15,0,56970,1652128,1,58.04,24,University of Nevada-Las Vegas,2019,0
22056,Cameron Percy,Australia,0.162,5.917,-0.077,36,2.964,-0.522,0.035,-0.002,-0.077,289.7,64.54,1.639,5422069.0,70.67,68.03,0,27895,502108,0,63.62,49,outside the US,1998,0
52374,Brandon Wu,United States,0.139,17.989,-7.173,78,11.528,5.199,-2.405,-0.092,-7.173,295.1,57.48,1.601,4246658.0,69.87,67.54,0,83668,2510031,3,60.82,26,Stanford University,2019,0
50493,Justin Suh,United States,0.137,-42.816,54.632,86,-4.16,-2.299,-33.443,0.635,54.632,296.4,55.74,1.585,2829239.0,70.46,64.48,0,79109,2373277,2,62.04,26,University of Southern California,2019,0
48117,Kurt Kitayama,United States,0.125,15.079,-8.207,55,-2.713,11.604,6.892,-0.149,-8.207,304.6,58.73,1.609,9452263.0,70.72,63.64,1,287483,6612102,4,52.51,30,University of Nevada-Las Vegas,2015,1
57975,Harry Hall,England,0.108,-31.889,38.819,64,-25.239,-18.93,13.528,0.607,38.819,299.6,59.53,1.583,1622951.0,70.0,66.01,0,50015,1400424,3,53.36,26,University of Nevada-Las Vegas,2019,0
23320,Ryan Palmer,United States,0.099,32.854,-27.284,56,13.561,15.387,-6.573,-0.487,-27.284,301.4,54.34,1.636,32982641.0,70.44,67.49,0,31916,734075,1,62.81,46,Texas A&M University,2000,0
58168,Davis Thompson,United States,0.086,15.729,-9.549,72,32.199,-21.728,5.899,-0.133,-9.549,310.7,58.39,1.607,2017638.0,70.36,66.45,0,74358,1858950,2,58.31,24,University of Georgia,2021,0
40250,Taylor Pendrith,Canada,0.078,6.723,-1.0,73,21.44,-6.568,-10.346,-0.014,-1.0,309.8,56.78,1.642,3774726.0,70.83,67.94,0,43405,1171927,2,52.63,32,Kent State University,2014,0
23983,Luke Donald,England,0.052,-16.475,18.605,41,-34.89,14.032,6.621,0.454,18.605,282.6,61.49,1.585,37663042.0,71.27,61.85,0,30443,456642,0,58.16,45,Northwestern University,2001,0
34563,Chesson Hadley,United States,0.048,-21.657,24.68,63,-11.072,13.733,-22.601,0.392,24.68,298.8,59.68,1.606,11126928.0,70.27,67.04,0,33557,906036,1,57.37,36,Georgia Tech,2010,0
29420,Billy Horschel,United States,0.047,-15.618,18.041,52,-11.855,-6.146,2.232,0.347,18.041,299.1,55.8,1.608,35182660.0,70.89,63.71,0,82310,1810825,3,62.52,36,University of Florida,2009,0
33413,Ben Martin,United States,0.045,8.718,-5.501,71,-0.515,30.217,-23.475,-0.077,-5.501,295.0,58.65,1.612,9525860.0,70.21,67.88,0,43651,1222219,3,61.37,35,Clemson University,2010,0
35506,Mackenzie Hughes,Canada,0.018,-15.927,17.067,62,-24.474,-16.299,23.287,0.275,17.067,299.7,61.81,1.58,13194240.0,70.61,62.91,1,123846,3096143,2,53.35,32,Kent State University,2013,1
40162,Justin Lower,United States,0.008,-32.821,33.426,71,-13.628,0.142,-16.294,0.471,33.426,293.6,59.3,1.577,1955670.0,70.49,65.33,0,41290,1238700,3,59.94,34,Malone University,2011,0
40058,Zac Blair,United States,0.006,-4.632,4.955,52,-20.319,3.032,9.999,0.095,4.955,280.1,59.38,1.589,6447032.0,70.3,64.44,0,108283,2382230,2,67.32,33,Brigham Young University,2014,0
26476,Chez Reavie,United States,-0.018,1.479,-2.833,77,-18.849,30.884,-15.805,-0.037,-2.833,288.5,59.43,1.632,21498818.0,70.7,67.72,0,79654,2230301,2,65.99,41,Arizona State University,2004,0
29535,Brice Garnett,United States,-0.026,-13.04,11.602,56,-8.024,-11.535,2.039,0.207,11.602,289.3,58.54,1.628,6754627.0,70.57,69.29,0,18865,433887,1,63.58,39,Missouri Western State University,2006,0
36871,Matt NeSmith,United States,-0.032,14.838,-17.098,71,-4.563,11.141,-0.783,-0.241,-17.098,295.1,57.85,1.645,5540510.0,70.56,68.11,0,75251,2107035,4,62.94,29,University of South Carolina,2016,0
59018,Ryan Gerard,United States,-0.036,15.892,-17.46,44,-10.115,9.955,7.339,-0.397,-17.46,299.6,57.27,1.589,898986.0,70.66,63.33,0,52882,898986,2,60.5,24,University of North Carolina-Chapel Hill,2022,0
28252,Seamus Power,Ireland,-0.046,-21.1,18.133,65,-0.225,-19.617,8.951,0.279,18.133,300.0,58.96,1.583,11002581.0,70.29,65.45,1,148912,3722807,3,57.41,36,East Tennessee State University,2011,1
46441,Robby Shelton,United States,-0.047,1.939,-5.422,74,-20.553,7.738,20.11,-0.073,-5.422,291.9,60.85,1.583,3147014.0,70.45,63.37,0,43168,1251866,2,57.62,27,University of Alabama,2016,0
48119,Ben Taylor,England,-0.051,-33.316,29.676,72,-21.121,-3.502,-1.056,0.412,29.676,302.9,57.58,1.602,2134406.0,70.67,64.21,0,61554,1785059,4,48.67,31,Louisiana State University,2015,0
25818,Scott Piercy,United States,-0.053,-2.662,-0.435,59,-10.339,5.515,-0.147,-0.007,-0.435,293.3,61.71,1.586,23244587.0,70.49,63.08,0,22645,679341,0,57.07,44,San Diego State University,2001,0
12716,Charley Hoffman,United States,-0.067,27.688,-30.96,49,2.116,25.575,1.354,-0.632,-30.96,306.7,58.73,1.65,33310167.0,70.48,67.69,0,33019,825469,0,54.82,46,University of Nevada-Las Vegas,2000,0
39067,MJ Daffue,South Africa,-0.077,-0.301,-4.882,67,29.9,-13.191,-11.507,-0.073,-4.882,310.5,58.89,1.618,1157140.0,70.49,66.29,0,27479,796889,0,56.37,34,Lamar University,2012,0
56762,Will Gordon,United States,-0.083,11.288,-17.915,80,34.904,13.704,-33.396,-0.224,-17.915,310.5,52.07,1.647,2495767.0,70.33,69.71,0,41808,1212442,1,60.11,27,Vanderbilt University,2019,0
26596,Ryan Moore,United States,-0.087,1.781,-6.193,51,-11.874,23.119,-10.227,-0.121,-6.193,285.7,61.64,1.602,33046981.0,70.51,66.76,0,22576,541818,1,68.82,40,University of Nevada-Las Vegas,2005,0
32366,Kevin Chappell,United States,-0.096,2.901,-5.673,29,-0.52,3.574,2.249,-0.196,-5.673,303.4,57.75,1.633,17041287.0,70.66,67.42,0,17086,290470,0,53.94,37,UCLA,2008,0
52513,Carson Young,United States,-0.111,-20.656,13.537,64,-4.334,-0.856,-23.691,0.212,13.537,296.4,56.55,1.613,1351358.0,70.37,67.8,0,45045,1351358,1,64.18,28,Clemson University,2017,0
47995,Davis Riley,United States,-0.12,-0.883,-7.495,70,-2.132,26.617,-21.02,-0.107,-7.495,304.0,54.6,1.616,6053164.0,70.7,65.57,1,91241,2737244,2,57.92,26,University of Alabama,2019,1
48887,Matt Wallace,England,-0.123,0.619,-8.35,63,-19.654,15.479,18.444,-0.133,-8.35,301.1,59.18,1.609,5851309.0,70.82,64.55,1,53148,1381846,2,54.76,33,outside the US,2012,1
32139,Danny Willett,England,-0.129,-12.923,6.096,53,-7.325,-10.399,5.275,0.115,6.096,292.1,62.39,1.592,8096486.0,71.18,61.19,0,81439,1791651,1,57.26,35,outside the US,2008,0
27963,Chris Stroud,United States,-0.143,-5.142,0.283,34,-10.787,6.484,-2.409,0.008,0.283,291.2,62.04,1.61,13344093.0,70.32,67.61,0,24037,432674,1,62.21,41,Lamar University,2004,0
35449,Adam Long,United States,-0.152,-39.866,28.498,75,-16.839,-35.938,13.033,0.38,28.498,290.5,59.63,1.587,7320548.0,70.74,64.34,0,19525,624815,0,66.89,35,Duke University,2010,0
49453,Trevor Cone,United States,-0.161,-3.976,-4.718,54,30.483,-14.795,-22.16,-0.087,-4.718,315.1,55.37,1.665,478700.0,70.78,70.34,0,19946,478700,1,53.0,30,Virginia Tech,2015,0
47983,Chad Ramey,United States,-0.177,-38.322,24.702,77,-8.869,-24.895,-1.044,0.321,24.702,293.1,59.35,1.599,2592554.0,70.58,65.61,0,40043,1281386,1,62.14,31,Mississippi State University,2014,0
32333,Kevin Tway,United States,-0.195,-22.365,8.508,71,-2.282,-16.322,-9.351,0.12,8.508,309.4,60.19,1.626,7561178.0,70.46,66.01,0,22524,720772,0,50.1,35,Oklahoma State University,2011,0
